device_age_months,battery_capacity_mah,avg_screen_on_hours_per_day,avg_charging_cycles_per_week,avg_battery_temp_celsius,fast_charging_usage_percent,overnight_charging_freq_per_week,gaming_hours_per_week,video_streaming_hours_per_week,background_app_usage_level,signal_strength_avg,charging_habit_score,usage_intensity_score,thermal_stress_index,battery_health_score,battery_health
22,5000,4.6,7.1,27.9,74.4,0,1.2,4.5,1,3,8,10.0,1.93,62.8,Healthy
13,4500,4.7,7.1,29.5,84.7,6,1.8,14.3,3,3,5,10.0,2.34,57.47,Moderate
26,3000,5.4,7.7,35.7,76.6,7,7.3,12.2,3,1,5,10.0,4.2,39.21,Poor
28,4000,3.8,5.0,27.2,65.5,4,8.2,13.3,3,3,6,10.0,2.29,60.14,Healthy
38,5000,5.5,8.5,30.0,12.5,4,1.7,8.4,2,3,7,10.0,2.46,58.64,Healthy
38,3000,5.6,7.5,30.1,78.7,0,4.1,18.8,3,3,7,10.0,2.66,48.59,Poor
0,3000,6.0,8.7,34.0,49.6,5,2.2,6.4,1,2,6,10.0,3.43,59.35,Healthy
16,4500,6.3,10.1,33.8,70.9,7,1.0,21.4,1,2,5,10.0,3.3,47.35,Poor
40,4500,2.3,3.9,31.8,30.7,2,5.6,12.2,1,2,7,10.0,3.18,54.83,Moderate
29,5000,2.9,3.2,31.0,83.4,6,3.1,15.7,1,3,6,10.0,2.8,52.87,Moderate
12,4000,3.2,5.0,26.6,35.3,5,2.3,17.3,3,2,6,10.0,1.7,74.32,Healthy
20,3000,5.7,10.6,33.2,20.1,6,4.9,13.9,1,3,6,10.0,3.44,54.48,Moderate
18,4500,4.9,8.1,32.8,89.2,5,1.4,19.4,2,3,5,10.0,3.1,47.43,Poor
18,5000,1.0,3.0,30.7,31.9,1,0.6,14.7,2,3,9,10.0,2.54,71.13,Healthy
24,4500,9.4,15.4,33.4,16.4,0,5.4,13.7,2,3,9,10.0,3.53,52.5,Moderate
21,5000,1.5,4.5,27.5,84.6,4,7.2,12.4,3,3,6,10.0,2.28,60.35,Healthy
30,4500,5.6,9.2,29.3,51.0,4,0.4,11.9,3,3,6,10.0,2.19,55.73,Moderate
16,4000,6.6,8.2,34.4,51.6,7,6.7,15.6,3,3,4,10.0,3.85,47.97,Poor
22,3000,4.1,6.7,32.7,20.3,7,9.5,5.8,3,2,6,10.0,3.68,56.95,Moderate
31,4500,6.8,11.5,35.4,27.0,2,2.8,9.2,1,3,6,10.0,3.8,44.34,Poor
9,3000,3.5,3.2,33.0,33.8,3,5.2,12.5,1,3,7,10.0,3.43,65.75,Healthy
9,5000,5.8,9.7,33.3,79.0,4,3.2,6.4,1,3,6,10.0,3.34,51.2,Moderate
35,4000,1.1,3.0,28.6,85.5,7,5.4,14.8,1,3,5,10.0,2.41,52.77,Moderate
7,3000,7.8,13.1,31.6,73.4,2,2.9,8.9,1,2,7,10.0,2.92,54.4,Moderate
19,4500,5.5,8.2,31.0,48.8,0,4.7,3.6,1,1,9,10.0,2.92,61.35,Healthy
31,3000,2.3,3.8,28.0,64.1,3,0.7,7.0,2,3,7,10.0,1.92,62.3,Healthy
13,3000,6.8,10.5,30.7,45.0,0,1.7,14.8,3,2,8,10.0,2.62,62.25,Healthy
27,5000,8.8,13.9,33.9,30.3,2,4.0,4.8,3,2,7,10.0,3.56,47.08,Poor
45,4000,3.6,5.9,33.1,75.3,6,1.7,5.2,1,3,4,10.0,3.19,38.34,Poor
23,4000,5.1,6.7,34.0,34.6,0,3.3,12.6,2,2,9,10.0,3.52,57.92,Moderate
14,3000,4.5,6.4,26.7,67.6,1,9.9,3.4,1,2,8,10.0,2.31,67.6,Healthy
21,3000,4.0,5.9,31.3,56.1,2,0.7,12.8,1,2,7,10.0,2.7,59.3,Healthy
29,5000,3.7,6.9,26.0,53.9,3,2.5,0.0,1,3,6,10.0,1.58,63.64,Healthy
3,3000,4.2,6.8,33.2,58.2,6,2.2,12.4,3,3,6,10.0,3.24,60.16,Healthy
12,5000,4.3,5.8,35.0,35.7,4,5.9,9.5,3,2,6,10.0,3.95,56.23,Moderate
22,4000,4.8,6.3,32.0,59.2,0,6.1,18.2,2,3,8,10.0,3.26,56.57,Moderate
7,4000,4.6,7.6,34.0,54.2,2,6.7,0.3,2,2,8,10.0,3.77,58.33,Healthy
17,5000,7.0,10.1,31.8,51.4,0,2.3,6.8,1,3,8,10.0,2.93,57.67,Moderate
11,3000,6.8,11.0,34.9,29.0,5,0.9,12.6,2,3,6,10.0,3.55,54.32,Moderate
30,4000,2.4,3.6,30.9,87.4,2,2.3,9.8,2,3,6,10.0,2.72,51.87,Moderate
13,4500,4.3,7.9,29.9,80.5,5,2.9,7.5,2,3,5,10.0,2.53,56.2,Moderate
33,5000,8.0,11.3,33.3,32.8,2,4.9,1.2,1,3,8,10.0,3.46,49.12,Poor
17,4000,6.1,10.6,30.3,62.4,5,4.8,12.1,1,3,6,10.0,2.75,54.88,Moderate
33,4000,6.2,10.2,30.7,36.9,3,4.5,21.3,3,3,8,10.0,2.84,54.6,Moderate
10,4000,6.0,8.5,31.9,41.3,0,6.4,6.3,1,3,8,10.0,3.27,62.26,Healthy
40,4500,5.0,6.6,32.1,53.8,0,4.2,10.4,3,2,8,10.0,3.14,49.97,Moderate
11,4500,5.4,10.1,28.6,43.3,6,1.7,11.8,2,2,5,10.0,2.14,63.44,Healthy
48,4500,4.7,6.1,29.7,63.5,2,3.9,8.0,2,3,8,10.0,2.56,50.32,Moderate
14,3000,7.2,11.1,34.7,66.9,1,5.4,9.8,1,3,7,10.0,3.83,47.73,Poor
30,5000,4.7,7.4,32.3,28.3,4,6.7,4.8,3,2,7,10.0,3.38,54.71,Moderate
48,3000,5.3,7.9,32.5,89.3,4,3.8,3.1,2,2,6,10.0,3.19,36.5,Poor
28,4500,7.0,11.2,33.9,62.8,1,3.6,17.5,2,3,7,10.0,3.51,44.48,Poor
25,5000,4.8,6.3,30.0,50.7,7,3.2,9.4,2,2,6,10.0,2.57,58.47,Healthy
17,3000,5.4,10.0,30.8,22.6,3,4.8,12.7,3,3,7,10.0,2.88,61.96,Healthy
31,3000,4.8,6.4,33.7,89.5,7,8.3,12.2,3,3,5,10.0,3.82,39.91,Poor
21,3000,5.3,7.8,32.9,43.7,6,6.1,5.2,1,3,5,10.0,3.47,51.9,Moderate
37,4500,4.9,5.8,33.0,83.8,5,6.6,3.5,1,3,5,10.0,3.54,40.65,Poor
16,4000,4.4,7.7,26.7,43.4,1,0.9,6.9,2,2,8,10.0,1.62,71.88,Healthy
22,5000,4.1,8.0,32.6,73.8,7,3.9,11.1,2,2,4,10.0,3.23,46.49,Poor
23,4500,5.2,9.7,32.2,35.9,5,5.1,5.9,1,2,6,10.0,3.23,53.51,Moderate
7,5000,7.5,12.4,31.3,74.4,1,8.6,7.7,3,2,7,10.0,3.28,53.84,Moderate
40,4500,6.7,9.7,33.6,18.9,3,2.9,0.0,3,3,8,10.0,3.39,49.84,Moderate
5,3000,2.3,3.5,33.1,21.8,2,0.5,9.8,3,3,8,10.0,3.08,71.64,Healthy
4,3000,4.6,6.6,30.9,44.1,5,2.6,10.4,1,3,7,10.0,2.75,67.76,Healthy
43,4000,4.2,5.1,29.0,75.1,0,2.0,10.0,3,3,7,10.0,2.26,52.04,Moderate
28,4000,2.4,3.3,30.3,81.7,6,1.3,5.0,1,3,5,10.0,2.5,53.9,Moderate
27,5000,6.1,10.0,33.1,58.8,5,2.1,5.1,2,3,6,10.0,3.22,47.17,Poor
10,4000,5.3,7.1,31.3,41.5,5,2.9,4.5,3,3,7,10.0,2.84,64.42,Healthy
0,4000,9.5,12.0,36.4,72.4,4,4.0,7.9,3,2,6,10.0,4.12,47.57,Poor
42,5000,4.8,6.0,29.2,54.4,5,4.1,6.4,1,3,7,10.0,2.44,53.86,Moderate
18,4500,3.9,6.7,32.2,20.7,4,2.7,17.1,3,2,8,10.0,3.04,64.39,Healthy
8,4000,3.8,3.9,33.7,63.9,4,3.6,19.0,3,3,6,10.0,3.47,58.59,Healthy
26,4500,4.6,6.4,32.1,83.6,1,5.1,14.5,1,2,6,10.0,3.2,48.35,Poor
33,3000,6.7,9.6,34.0,46.8,2,2.1,10.5,1,3,7,10.0,3.42,46.63,Poor
43,4000,6.9,10.6,30.0,85.5,2,0.6,8.4,3,2,6,10.0,2.38,42.24,Poor
3,3000,11.4,17.3,35.0,68.0,5,2.7,5.8,2,2,6,10.0,3.69,44.99,Poor
35,3000,3.1,5.0,31.2,49.8,1,3.6,10.3,1,1,8,10.0,2.89,56.09,Moderate
17,4500,5.7,8.4,30.4,54.9,3,0.2,9.2,1,3,6,10.0,2.43,59.27,Healthy
14,5000,4.1,5.3,29.0,21.0,3,0.3,4.8,1,2,8,10.0,2.12,74.18,Healthy
12,4000,6.2,10.2,33.1,36.7,7,5.2,6.0,1,3,5,10.0,3.46,54.25,Moderate
18,4500,8.3,10.6,33.3,39.5,2,1.8,0.3,1,3,7,10.0,3.23,54.48,Moderate
48,5000,7.2,11.6,30.0,81.5,7,4.2,4.9,1,2,4,10.0,2.64,35.95,Poor
5,3000,3.1,5.8,31.7,26.9,1,5.8,12.0,1,3,8,10.0,3.18,69.7,Healthy
47,4000,6.9,12.6,33.0,6.7,5,4.1,15.2,3,3,7,10.0,3.35,45.34,Poor
11,3000,1.3,3.0,29.9,56.7,4,1.3,12.6,2,3,7,10.0,2.41,68.71,Healthy
36,3000,1.0,3.0,33.6,57.3,6,7.4,7.5,2,2,5,10.0,3.73,46.47,Poor
16,4000,5.0,7.6,30.8,70.7,7,1.8,1.7,2,3,5,10.0,2.64,55.39,Moderate
22,5000,6.7,10.1,35.4,54.4,0,1.1,4.0,1,2,8,10.0,3.68,48.56,Poor
25,5000,6.2,10.1,32.8,71.0,2,0.8,12.2,1,2,8,10.0,3.05,49.86,Moderate
28,4000,9.3,14.5,31.8,45.7,4,2.5,12.0,2,2,6,10.0,2.94,46.84,Poor
32,4000,5.7,8.2,31.5,25.6,2,4.8,6.7,3,3,8,10.0,3.04,57.08,Moderate
26,4500,5.3,7.8,31.5,40.9,6,0.7,8.0,1,1,6,10.0,2.72,56.0,Moderate
24,4500,7.8,12.6,29.0,51.4,0,1.1,19.6,2,3,7,10.0,2.19,56.64,Moderate
9,3000,4.8,5.9,32.8,57.4,7,3.5,1.2,2,2,6,10.0,3.26,58.98,Healthy
46,4000,6.3,9.2,31.4,52.0,5,5.3,10.1,2,2,5,10.0,3.06,41.98,Poor
22,5000,6.4,10.2,33.4,41.5,3,5.9,3.9,2,3,7,10.0,3.57,51.48,Moderate
20,3000,3.6,4.3,30.8,68.8,2,4.3,4.2,3,3,8,10.0,2.85,60.67,Healthy
20,3000,6.3,5.9,33.7,30.2,5,1.6,12.1,1,3,6,10.0,3.31,57.44,Moderate
42,3000,9.9,16.3,34.7,56.1,1,2.2,18.5,3,3,7,10.0,3.59,33.64,Poor
12,3000,7.8,11.6,36.5,62.0,3,5.3,13.1,3,3,6,10.0,4.25,43.94,Poor
36,5000,3.8,4.5,36.5,70.9,7,1.2,17.8,1,3,5,10.0,3.94,39.18,Poor
32,3000,10.2,16.2,32.2,66.2,3,3.9,0.3,3,3,6,10.0,3.13,39.26,Poor
23,4000,6.9,10.1,35.8,77.4,4,1.4,12.5,1,3,6,10.0,3.79,40.93,Poor
43,4500,6.3,8.5,31.2,79.7,1,4.8,14.5,1,3,7,10.0,2.97,43.08,Poor
10,5000,5.3,8.3,30.5,69.3,5,2.8,8.8,2,3,5,10.0,2.67,57.63,Moderate
16,4000,6.9,10.3,31.7,23.7,2,2.7,14.2,3,2,7,10.0,2.93,60.81,Healthy
3,4000,5.7,8.0,34.5,67.9,6,1.2,22.9,3,2,5,10.0,3.47,53.88,Moderate
46,4000,5.5,7.5,29.3,5.5,2,0.9,10.8,1,2,8,10.0,2.24,60.33,Healthy
24,4500,5.2,6.8,35.3,52.5,7,5.2,8.0,2,3,4,10.0,3.96,44.5,Poor
29,4500,7.4,11.9,32.8,11.4,1,1.2,15.7,2,1,8,10.0,3.08,55.47,Moderate
8,4500,7.2,9.6,36.7,64.2,3,9.0,15.5,2,2,7,10.0,4.58,47.15,Poor
20,4000,5.2,7.0,29.3,34.0,7,1.5,8.7,1,3,5,10.0,2.29,62.8,Healthy
19,4500,2.5,3.8,30.4,45.1,2,2.5,7.2,1,2,8,10.0,2.61,66.53,Healthy
18,3000,5.6,9.8,27.6,79.1,2,10.7,15.5,3,2,7,10.0,2.57,57.55,Moderate
18,4500,4.1,6.2,30.2,25.6,2,1.5,7.8,3,3,9,10.0,2.5,69.68,Healthy
11,5000,4.6,7.4,34.3,89.9,0,8.5,9.7,1,2,7,10.0,3.97,48.88,Poor
36,4000,5.3,8.0,26.3,48.5,1,2.2,11.5,3,3,8,10.0,1.63,62.85,Healthy
41,4000,3.4,6.0,33.2,2.6,7,11.1,9.1,3,2,6,10.0,3.91,51.02,Moderate
16,3000,2.3,5.4,32.2,34.4,0,6.7,10.1,3,2,8,10.0,3.33,63.26,Healthy
36,4500,6.1,8.7,28.4,71.0,0,3.1,5.9,1,2,8,10.0,2.2,54.39,Moderate
47,4500,5.6,8.3,31.1,98.6,4,3.6,12.8,1,3,5,10.0,2.87,36.34,Poor
38,5000,5.5,8.4,34.7,12.0,2,4.4,8.0,1,3,8,10.0,3.77,50.39,Moderate
27,3000,6.5,10.3,33.7,77.3,0,4.3,17.7,1,2,8,10.0,3.53,45.1,Poor
40,5000,4.2,6.4,34.0,53.5,1,7.5,10.6,3,3,8,10.0,3.84,45.57,Poor
34,5000,6.2,8.7,36.8,55.2,4,14.8,15.1,3,2,6,10.0,5.03,35.29,Poor
46,4000,8.2,12.3,32.6,86.4,4,3.4,13.1,1,3,5,10.0,3.19,32.01,Poor
47,4000,5.0,9.9,34.2,50.1,7,6.1,15.6,3,2,5,10.0,3.78,35.55,Poor
17,4500,9.3,14.3,30.0,42.6,5,5.5,7.8,3,3,6,10.0,2.75,54.66,Moderate
13,4500,5.6,6.5,31.5,7.1,6,3.2,4.1,3,3,6,10.0,2.91,67.11,Healthy
34,5000,3.8,5.3,23.2,70.3,3,2.1,5.5,3,3,7,10.0,1.0,67.11,Healthy
43,4500,7.2,10.8,31.0,30.4,3,4.6,5.1,2,3,7,10.0,2.91,48.85,Poor
40,5000,5.3,7.8,31.7,64.1,7,0.8,5.9,2,3,5,10.0,2.79,44.71,Poor
6,4500,7.6,11.3,31.6,64.2,4,2.9,4.1,1,3,5,10.0,2.91,55.14,Moderate
40,4500,6.3,9.8,30.9,82.8,1,3.4,9.4,1,3,7,10.0,2.81,43.53,Poor
12,4000,4.8,7.8,33.6,95.6,0,6.3,13.7,3,1,7,10.0,3.66,49.12,Poor
17,4000,8.5,13.1,34.2,11.5,3,5.8,3.5,2,3,8,10.0,3.74,55.32,Moderate
36,4000,4.5,7.7,32.0,42.9,0,4.5,6.6,1,3,8,10.0,3.14,52.35,Moderate
12,4000,1.2,3.0,30.0,46.1,6,8.7,15.1,1,3,6,10.0,2.98,66.18,Healthy
35,3000,7.3,10.6,29.5,40.7,1,4.1,2.3,2,1,7,10.0,2.53,53.79,Moderate
30,4000,6.2,9.7,31.7,26.8,7,8.0,10.0,1,1,5,10.0,3.34,50.64,Moderate
1,3000,8.1,12.4,33.2,24.7,7,3.6,12.9,1,3,5,10.0,3.34,58.92,Healthy
15,4000,3.7,5.0,30.4,37.0,0,0.6,20.4,2,2,8,10.0,2.48,68.78,Healthy
8,4500,5.0,7.0,31.1,70.8,4,3.6,0.0,3,2,6,10.0,2.85,59.6,Healthy
8,5000,4.8,6.3,34.2,40.8,3,5.8,3.4,2,2,6,10.0,3.75,58.23,Healthy
37,4500,7.4,12.0,35.0,25.5,7,7.0,11.5,1,2,6,10.0,4.03,41.11,Poor
10,4500,6.8,8.4,30.4,54.4,1,0.9,8.1,2,1,7,10.0,2.48,63.5,Healthy
21,3000,5.9,7.6,29.7,50.1,4,0.9,0.0,3,3,6,10.0,2.34,60.17,Healthy
32,4000,5.9,9.3,36.2,55.0,6,3.6,7.8,1,2,5,10.0,4.05,38.54,Poor
35,5000,3.2,5.3,30.9,91.5,1,2.6,5.5,1,3,7,10.0,2.74,48.87,Poor
44,5000,7.0,9.0,34.5,40.4,6,8.4,1.8,1,3,6,10.0,4.01,39.38,Poor
22,4000,7.1,11.2,31.1,38.0,5,1.6,8.1,3,3,6,10.0,2.72,55.25,Moderate
44,3000,10.1,15.3,35.0,78.6,3,10.6,3.4,1,3,6,10.0,4.31,25.81,Poor
44,3000,6.4,10.2,35.4,80.1,0,3.5,5.7,1,3,7,10.0,3.86,33.24,Poor
33,3000,6.8,10.2,32.3,83.9,1,0.8,16.5,3,3,7,10.0,2.92,44.04,Poor
8,5000,6.5,10.1,30.6,81.8,3,2.3,19.3,2,3,5,10.0,2.64,54.83,Moderate
23,3000,4.1,6.6,29.2,23.3,7,0.8,5.5,3,3,6,10.0,2.22,65.38,Healthy
7,3000,8.0,12.5,37.8,44.8,5,0.9,10.6,2,1,5,10.0,4.21,45.19,Poor
6,5000,5.4,8.3,34.2,16.8,5,7.0,13.1,1,2,7,10.0,3.83,61.93,Healthy
35,5000,5.1,7.6,30.0,44.9,4,3.1,5.8,3,3,7,10.0,2.57,55.37,Moderate
17,4500,5.2,7.8,31.0,30.0,7,6.0,5.2,3,2,5,10.0,3.02,59.34,Healthy
2,5000,5.4,8.3,36.3,50.1,3,10.5,13.2,2,1,6,10.0,4.6,51.96,Moderate
27,4000,4.5,7.6,26.6,23.0,0,0.9,8.9,3,3,8,10.0,1.61,70.66,Healthy
5,5000,5.9,10.9,32.3,26.6,7,7.0,8.9,2,2,5,10.0,3.39,59.13,Healthy
43,5000,5.3,8.5,28.8,77.2,6,2.9,4.2,2,2,5,10.0,2.27,45.75,Poor
43,3000,5.1,8.1,29.2,21.0,3,1.9,4.9,2,3,7,10.0,2.29,57.11,Moderate
20,4500,6.5,10.9,28.6,22.6,6,1.7,10.3,3,2,6,10.0,2.13,63.56,Healthy
27,3000,5.7,8.9,30.3,45.2,4,2.3,7.8,1,3,8,10.0,2.58,58.49,Healthy
39,4500,4.4,5.5,34.8,78.8,4,6.5,10.5,3,3,7,10.0,3.93,40.39,Poor
0,3000,4.0,5.2,33.7,48.2,1,7.1,14.7,2,3,8,10.0,3.74,64.89,Healthy
35,4000,5.7,10.4,29.6,19.2,4,1.5,10.7,1,3,7,10.0,2.34,57.91,Moderate
20,3000,4.0,5.3,33.8,70.9,2,6.9,6.7,3,3,7,10.0,3.75,51.42,Moderate
42,3000,3.9,6.4,30.5,72.6,4,3.9,14.5,1,3,6,10.0,2.74,46.77,Poor
34,4000,3.9,4.8,28.0,75.2,6,2.3,9.8,1,3,5,10.0,2.03,55.11,Moderate
12,4000,6.0,10.3,33.5,42.9,0,10.0,16.6,1,3,7,10.0,3.91,53.92,Moderate
48,5000,7.9,11.4,31.8,47.0,7,4.5,6.4,2,3,5,10.0,3.1,39.24,Poor
9,3000,6.2,9.4,32.8,64.3,4,5.5,9.4,2,1,6,10.0,3.4,54.01,Moderate
43,4000,7.3,10.7,34.3,54.9,1,2.7,8.3,1,3,8,10.0,3.53,40.86,Poor
46,4000,5.4,8.5,31.2,1.5,6,9.1,10.5,1,2,7,10.0,3.31,52.48,Moderate
9,5000,5.8,8.8,33.8,86.8,4,3.3,11.2,2,2,6,10.0,3.48,49.82,Moderate
45,4500,8.8,14.1,33.6,55.2,3,2.3,10.0,2,3,6,10.0,3.36,35.23,Poor
12,4000,7.2,11.4,35.7,22.7,5,1.7,14.0,2,2,7,10.0,3.78,54.21,Moderate
36,4000,7.4,11.3,33.4,71.1,7,10.8,12.0,2,3,4,10.0,3.93,34.38,Poor
37,3000,5.0,8.1,32.5,62.1,5,1.6,22.2,2,3,5,10.0,3.04,44.2,Poor
23,5000,5.5,8.9,29.7,45.1,3,5.6,23.0,2,3,6,10.0,2.69,57.5,Moderate
1,3000,6.3,9.1,33.4,62.0,3,0.9,6.5,3,2,6,10.0,3.19,58.19,Healthy
21,4500,4.3,6.0,34.4,61.9,2,0.5,7.4,2,3,7,10.0,3.39,52.48,Moderate
16,5000,1.0,3.1,27.9,66.4,7,1.1,3.6,1,3,5,8.06,1.93,66.08,Healthy
35,3000,6.3,10.1,35.8,49.6,1,1.1,18.1,3,2,8,10.0,3.77,43.12,Poor
13,4000,7.4,11.5,28.0,60.5,3,2.4,7.8,2,1,7,10.0,2.05,62.45,Healthy
9,4000,5.6,7.6,35.1,63.5,6,8.1,11.3,2,3,5,10.0,4.14,49.23,Moderate
34,5000,4.3,4.7,34.8,25.5,3,6.5,4.0,2,3,9,10.0,3.94,54.21,Moderate
24,4000,4.8,7.0,34.3,83.9,6,13.3,10.6,2,3,5,10.0,4.32,40.56,Poor
2,3000,1.4,3.0,31.4,21.7,6,5.1,1.2,1,2,7,10.0,3.03,73.89,Healthy
46,5000,4.8,6.9,30.6,50.1,5,2.9,16.0,1,3,6,10.0,2.69,48.16,Poor
37,4000,3.3,5.8,29.8,38.2,3,4.5,19.2,3,3,7,10.0,2.63,57.27,Moderate
16,4000,4.1,7.7,36.2,27.3,5,2.0,13.5,1,3,7,10.0,3.93,54.31,Moderate
11,4500,3.2,5.9,29.4,36.4,6,2.3,5.3,2,3,6,10.0,2.36,68.3,Healthy
23,4500,2.9,3.8,34.8,32.2,5,3.5,12.8,2,3,6,10.0,3.71,55.24,Moderate
28,5000,3.5,5.8,28.2,13.2,1,4.6,11.0,3,3,8,10.0,2.26,69.33,Healthy
42,4500,6.8,9.7,35.8,86.8,6,3.6,16.9,3,2,4,10.0,3.95,28.49,Poor
24,3000,4.5,4.9,36.0,61.0,6,6.2,14.2,2,2,5,10.0,4.2,44.81,Poor
35,4000,3.3,4.8,32.8,21.8,5,2.1,4.6,1,3,6,10.0,3.15,55.07,Moderate
25,4000,7.0,11.8,34.6,58.4,3,2.5,15.8,3,2,6,10.0,3.59,43.37,Poor
37,4000,5.8,8.3,28.7,44.6,6,3.7,9.6,3,3,6,10.0,2.31,54.81,Moderate
0,5000,1.0,3.0,27.6,46.8,2,3.6,16.6,1,3,7,10.0,2.03,78.62,Healthy
19,5000,7.5,10.6,33.1,43.5,3,1.5,2.2,3,3,7,10.0,3.18,53.85,Moderate
27,4500,5.6,9.2,36.5,51.3,0,3.7,12.6,1,3,8,10.0,4.12,45.0,Poor
15,4000,7.0,10.3,32.3,2.4,2,6.9,8.5,2,2,8,10.0,3.39,63.53,Healthy
46,4000,5.0,9.1,36.2,79.7,0,3.6,10.5,1,2,7,10.0,4.04,32.02,Poor
16,4000,8.7,12.8,31.8,56.0,3,0.9,6.6,3,3,7,10.0,2.82,53.79,Moderate
39,4000,4.7,6.6,31.7,23.5,3,2.1,12.5,2,3,7,10.0,2.9,54.93,Moderate
27,4000,1.0,3.0,31.0,75.6,7,7.8,5.3,3,2,5,10.0,3.16,52.27,Moderate
11,3000,3.7,5.0,31.4,78.6,7,6.0,2.2,1,1,4,10.0,3.1,54.95,Moderate
26,4000,6.5,10.0,27.5,25.3,1,6.7,6.2,3,2,9,10.0,2.25,66.46,Healthy
41,3000,5.8,8.2,31.9,65.0,5,1.2,6.3,3,3,6,10.0,2.87,44.69,Poor
46,4000,5.3,8.8,32.1,10.8,0,2.9,8.4,1,3,8,10.0,3.04,52.32,Moderate
29,5000,3.5,6.6,30.9,89.3,7,4.4,13.6,2,2,4,10.0,2.88,45.64,Poor
40,5000,5.5,7.6,33.0,49.6,0,2.5,5.3,2,3,8,10.0,3.23,48.39,Poor
33,3000,5.5,8.8,33.2,92.8,4,2.4,13.9,3,3,5,10.0,3.26,38.93,Poor
36,4000,5.5,8.8,29.5,36.9,7,1.1,12.9,1,3,6,10.0,2.29,55.19,Moderate
5,5000,6.6,10.0,30.1,23.2,4,1.1,15.0,3,3,6,10.0,2.44,67.86,Healthy
6,5000,5.9,10.3,35.1,33.0,4,2.8,8.2,2,2,7,10.0,3.73,57.0,Moderate
31,4000,5.0,9.0,29.4,49.8,4,5.7,17.8,1,2,7,10.0,2.63,55.32,Moderate
31,4000,3.5,4.4,31.4,22.7,0,4.3,8.5,3,3,8,10.0,2.98,61.93,Healthy
24,5000,8.2,13.5,34.1,81.0,1,8.6,14.5,3,3,7,10.0,3.94,39.28,Poor
32,4000,9.5,14.7,34.2,46.5,4,4.9,18.4,1,3,7,10.0,3.68,40.98,Poor
6,4500,9.0,13.7,40.2,35.5,7,15.2,16.0,3,2,5,10.0,5.84,37.14,Poor
11,4000,6.9,10.1,32.7,79.2,0,5.3,9.4,2,3,7,10.0,3.35,51.95,Moderate
15,5000,2.1,3.0,30.4,8.2,7,1.6,4.5,1,3,5,10.0,2.54,70.59,Healthy
15,5000,1.9,3.1,30.7,65.7,7,1.8,5.2,3,3,5,10.0,2.62,61.08,Healthy
42,3000,4.4,6.9,34.8,7.8,1,2.2,5.1,2,3,9,10.0,3.61,52.75,Moderate
35,4500,5.4,10.1,28.3,38.0,1,3.4,6.6,2,2,7,10.0,2.19,57.22,Moderate
12,5000,5.3,7.3,34.8,81.8,4,3.5,9.8,2,3,6,10.0,3.72,48.83,Poor
6,4500,5.9,7.2,32.5,43.0,0,1.4,13.2,3,3,9,10.0,3.01,66.74,Healthy
35,4000,2.7,3.0,29.7,34.3,2,2.8,13.9,3,3,8,10.0,2.46,63.58,Healthy
46,5000,8.7,14.7,33.9,68.1,0,1.9,14.8,1,2,7,10.0,3.38,33.3,Poor
8,3000,8.5,12.3,35.9,33.9,6,8.2,14.5,1,3,6,10.0,4.31,49.62,Moderate
31,5000,2.9,5.7,31.8,60.4,6,3.7,9.4,1,3,6,10.0,3.04,51.41,Moderate
10,3000,1.8,3.0,36.1,23.0,1,4.5,13.3,1,3,7,10.0,4.1,61.43,Healthy
7,4500,5.3,7.0,32.3,32.1,3,4.5,8.7,1,1,8,10.0,3.21,66.18,Healthy
32,3000,8.0,14.0,34.5,40.9,6,2.3,11.5,2,3,6,10.0,3.57,41.2,Poor
22,4000,5.4,9.5,31.6,66.9,4,11.1,8.9,1,3,6,10.0,3.53,48.83,Poor
24,4000,6.0,8.9,33.6,63.4,6,4.7,9.9,2,3,5,10.0,3.52,45.67,Poor
7,4000,4.6,7.9,31.3,66.2,1,2.8,8.3,3,3,8,10.0,2.85,62.51,Healthy
44,5000,5.8,8.8,32.5,60.0,6,5.4,1.1,1,3,5,10.0,3.32,39.85,Poor
21,4000,7.4,11.5,34.0,51.3,2,1.2,8.7,2,3,7,10.0,3.35,49.38,Moderate
3,4000,6.3,11.2,32.5,86.1,2,5.3,13.0,3,3,7,10.0,3.31,53.53,Moderate
39,5000,6.7,8.5,32.8,53.7,2,3.3,14.7,1,1,7,10.0,3.23,46.09,Poor
2,4500,2.2,3.0,32.5,43.3,6,2.7,12.5,1,2,6,10.0,3.1,67.76,Healthy
28,4000,9.8,14.7,33.3,62.6,6,2.4,5.2,3,2,5,10.0,3.29,39.75,Poor
40,4000,2.2,3.6,32.7,50.5,2,9.3,7.5,1,3,7,10.0,3.66,49.31,Moderate
28,5000,5.8,7.5,30.5,55.5,5,1.6,2.0,3,1,6,10.0,2.56,54.86,Moderate
33,4500,5.2,8.7,32.1,29.8,0,8.9,13.4,1,3,9,10.0,3.5,54.58,Moderate
33,4500,5.3,6.8,34.5,16.9,1,1.0,5.5,3,2,9,10.0,3.45,56.13,Moderate
27,4500,7.2,9.6,32.1,45.0,2,1.0,11.9,2,3,7,10.0,2.9,53.35,Moderate
12,5000,4.1,5.9,34.9,71.1,6,8.1,12.2,2,2,5,10.0,4.08,48.89,Poor
14,3000,4.6,8.8,30.3,41.9,7,4.4,5.6,3,2,5,10.0,2.73,59.64,Healthy
